,Airline,Source,Destination,Route,Total_Stops,Price,journey_year,journey_month,journey_day,dep_hour,dep_min,arrival_year,arrival_month,arrival_day,arrival_hour,arrival_min,duration_hours,duration_mins
1788,2,1,0,CCU → BOM → BLR,1,10845,2019,5,18,14,5,2022,5,19,16,20,26,15
1789,2,1,0,CCU → BOM → BLR,1,8850,2019,1,4,21,10,2022,4,2,4,40,7,30
1790,0,4,4,BOM → HYD,0,2755,2019,12,6,1,40,2022,2,15,3,10,1,30
1791,1,2,5,DEL → CCU → BOM → COK,2,10757,2019,3,21,6,50,2022,3,22,19,15,36,25
1792,2,1,0,CCU → DEL → BLR,1,14152,2019,5,21,17,0,2022,5,22,21,5,28,5
1793,2,1,0,CCU → BOM → BLR,1,9900,2019,12,6,8,25,2022,2,15,20,45,12,20
1794,2,2,5,DEL → BOM → COK,1,12243,2019,3,21,22,0,2022,3,22,4,25,6,25
1795,2,2,5,DEL → JAI → BOM → COK,2,10369,2019,9,6,19,30,2022,6,10,12,35,17,5
1796,0,4,4,BOM → HYD,0,5756,2019,5,24,9,10,2022,2,15,10,40,1,30
1797,2,2,5,DEL → BOM → COK,1,10263,2019,6,15,18,15,2022,6,16,4,25,10,10
1798,3,1,0,CCU → PNQ → BLR,1,6644,2019,6,6,8,35,2022,2,15,17,15,8,40
1799,10,2,5,DEL → BOM → COK,1,9846,2019,3,21,7,30,2022,2,15,21,0,13,30
1800,2,1,0,CCU → BOM → BLR,1,11135,2019,3,24,18,55,2022,3,25,12,0,17,5
1801,3,2,5,DEL → MAA → COK,1,5584,2019,1,6,6,5,2022,2,15,11,20,5,15
1802,0,2,5,DEL → BOM → COK,1,6070,2019,5,15,16,0,2022,2,15,21,0,5,0
1803,2,0,3,BLR → BOM → DEL,1,13818,2019,12,3,5,45,2022,2,15,20,20,14,35
1804,1,2,5,DEL → AMD → BOM → COK,2,10284,2019,6,3,5,0,2022,3,7,19,15,38,15
1805,1,1,0,CCU → GAU → BLR,1,7796,2019,3,24,9,50,2022,2,15,21,5,11,15
1806,4,2,5,DEL → BOM → COK,1,13978,2019,9,3,0,20,2022,2,15,7,40,7,20
1808,0,1,0,CCU → BLR,0,6039,2019,3,3,20,25,2022,2,15,23,5,2,40
1809,0,2,5,DEL → COK,0,5602,2019,5,21,5,35,2022,2,15,8,50,3,15
1810,0,2,5,DEL → BOM → COK,1,12352,2019,9,3,7,30,2022,2,15,21,0,13,30
1811,1,2,5,DEL → COK,0,6095,2019,4,15,5,10,2022,2,15,8,0,2,50
1812,4,2,5,DEL → BOM → COK,1,7576,2019,5,15,10,35,2022,2,15,19,15,8,40
1813,2,2,5,DEL → BOM → COK,1,16080,2019,5,27,21,50,2022,5,28,4,25,6,35
1814,2,2,5,DEL → BOM → COK,1,10263,2019,6,15,19,15,2022,6,16,19,0,23,45
1815,7,2,5,DEL → BLR → COK,1,13471,2019,9,6,16,45,2022,2,15,22,25,5,40
1816,2,0,2,BLR → DEL,0,8017,2019,6,27,11,10,2022,2,15,14,5,2,55
1817,2,2,5,DEL → BOM → COK,1,16290,2019,9,3,18,15,2022,3,10,18,50,24,35
1818,2,2,5,DEL → BOM → COK,1,10263,2019,6,6,19,45,2022,6,7,4,25,8,40
1819,0,0,2,BLR → DEL,0,4824,2019,6,27,18,25,2022,2,15,21,20,2,55
1820,6,0,2,BLR → DEL,0,5404,2019,9,4,9,45,2022,2,15,12,35,2,50
1821,2,2,5,DEL → BOM → COK,1,12374,2019,5,18,17,30,2022,5,19,19,0,25,30
1822,3,4,4,BOM → JLR → HYD,1,13553,2019,6,3,14,10,2022,2,15,22,25,8,15
1823,2,1,0,CCU → BOM → BLR,1,10845,2019,9,5,8,25,2022,2,15,20,45,12,20
1824,1,4,4,BOM → JDH → DEL → HYD,2,22620,2019,6,3,9,40,2022,2,15,23,45,14,5
1825,4,2,5,DEL → BOM → COK,1,8626,2019,5,27,10,35,2022,2,15,19,15,8,40
1826,0,0,3,BLR → DEL,0,4778,2019,3,24,6,0,2022,2,15,8,45,2,45
1827,0,2,5,DEL → COK,0,5001,2019,6,21,5,35,2022,2,15,8,50,3,15
1828,2,2,5,DEL → AMD → BOM → COK,2,21955,2019,6,3,19,10,2022,3,7,19,45,24,35
1829,2,2,5,DEL → BOM → COK,1,11628,2019,3,6,11,30,2022,6,4,4,25,16,55
1830,2,1,0,CCU → BOM → BLR,1,13732,2019,5,24,14,5,2022,5,25,4,40,14,35
1831,0,0,2,BLR → DEL,0,3944,2019,3,4,22,10,2022,4,4,1,0,2,50
1832,2,0,3,BLR → BOM → DEL,1,6993,2019,3,21,8,55,2022,2,15,23,0,14,5
1833,2,1,0,CCU → BOM → BLR,1,13942,2019,6,5,18,55,2022,5,7,4,40,9,45
1834,2,2,5,DEL → BOM → COK,1,14925,2019,12,6,8,0,2022,2,15,19,0,11,0
1835,2,2,5,DEL → BOM → COK,1,18372,2019,6,27,2,15,2022,2,15,12,35,10,20
1836,0,3,1,MAA → CCU,0,7296,2019,3,3,19,35,2022,2,15,21,55,2,20
1837,1,0,3,BLR → GOI → DEL,1,9293,2019,9,3,17,0,2022,3,13,16,40,23,40
1838,2,1,0,CCU → BOM → BLR,1,13942,2019,1,5,20,0,2022,5,2,8,15,12,15
1839,0,1,0,CCU → HYD → BLR,1,4151,2019,3,24,4,15,2022,2,15,9,50,5,35
1840,2,1,0,CCU → BOM → BLR,1,12682,2019,1,4,20,0,2022,4,2,23,35,27,35
1841,0,2,5,DEL → COK,0,5602,2019,3,6,5,35,2022,2,15,8,50,3,15
1842,1,1,0,CCU → GAU → DEL → BLR,2,14961,2019,5,21,9,50,2022,5,22,8,55,23,5
1843,4,2,5,DEL → BOM → COK,1,13378,2019,6,6,16,0,2022,6,7,1,30,9,30
1844,0,4,4,BOM → HYD,0,3343,2019,3,21,12,0,2022,2,15,13,25,1,25
1845,2,0,2,BLR → DEL,0,8017,2019,6,6,11,10,2022,2,15,14,5,2,55
1846,2,0,3,BLR → BOM → DEL,1,16737,2019,6,3,5,45,2022,2,15,23,0,17,15
1847,2,1,0,CCU → BOM → BLR,1,10032,2019,3,24,21,10,2022,3,25,19,40,22,30
1848,1,2,5,DEL → BLR → COK,1,7259,2019,4,21,20,30,2022,4,22,8,15,11,45
1849,2,0,2,BLR → DEL,0,4031,2019,5,15,6,0,2022,2,15,8,45,2,45
1850,1,2,5,DEL → CCU → BOM → COK,2,13382,2019,6,24,14,25,2022,6,25,19,15,28,50
1851,2,2,5,DEL → AMD → BOM → COK,2,16705,2019,5,24,23,5,2022,5,26,4,25,29,20
1852,4,2,5,DEL → BOM → COK,1,13588,2019,6,24,9,0,2022,2,15,21,0,12,0
1853,2,4,4,BOM → HYD,0,5679,2019,5,24,2,55,2022,2,15,4,20,1,25
1854,2,1,0,CCU → BOM → BLR,1,7065,2019,1,4,6,30,2022,4,2,9,20,26,50
1855,0,4,4,BOM → HYD,0,2755,2019,3,6,1,40,2022,2,15,3,10,1,30
1856,6,0,2,BLR → DEL,0,4669,2019,1,5,9,45,2022,2,15,12,35,2,50
1857,7,1,0,CCU → BLR,0,4108,2019,6,21,19,55,2022,2,15,22,25,2,30
1858,0,2,5,DEL → BOM → COK,1,5895,2019,12,6,4,55,2022,2,15,21,0,16,5
1859,2,2,5,DEL → BOM → COK,1,10263,2019,6,6,17,30,2022,6,7,4,25,10,55
1860,2,1,0,CCU → BOM → BLR,1,13942,2019,9,5,16,30,2022,5,10,8,15,15,45
1861,7,2,5,DEL → BLR → COK,1,6452,2019,4,27,16,45,2022,4,28,7,10,14,25
1862,1,2,5,DEL → HYD → MAA → COK,2,10976,2019,6,27,9,45,2022,6,28,9,25,23,40
1863,1,2,5,DEL → JAI → BOM → COK,2,14747,2019,6,3,12,0,2022,3,7,7,40,19,40
1864,7,2,5,DEL → BLR → COK,1,11411,2019,6,6,20,45,2022,6,7,7,10,10,25
1865,3,1,0,CCU → BLR,0,3842,2019,1,5,6,55,2022,2,15,9,30,2,35
1866,1,2,5,DEL → CCU → BOM → COK,2,13382,2019,3,6,6,50,2022,6,4,7,40,24,50
1867,4,2,5,DEL → BOM → COK,1,15079,2019,9,5,11,30,2022,5,10,1,30,14,0
1868,1,1,0,CCU → BOM → BLR,1,8892,2019,9,5,9,25,2022,2,15,18,30,9,5
1869,2,1,0,CCU → BOM → BLR,1,7758,2019,9,5,14,5,2022,5,10,10,5,20,0
1870,1,0,2,BLR → DEL,0,4442,2019,9,4,5,45,2022,2,15,8,45,3,0
1871,2,1,0,CCU → BOM → BLR,1,10032,2019,3,24,19,45,2022,3,25,18,10,22,25
1872,0,0,2,BLR → DEL,0,4824,2019,12,4,13,0,2022,2,15,15,50,2,50
1873,1,1,0,CCU → BOM → BLR,1,8577,2019,5,24,9,25,2022,2,15,18,30,9,5
1874,2,0,3,BLR → BOM → DEL,1,11088,2019,12,3,20,35,2022,3,13,16,10,19,35
1875,2,2,5,DEL → BOM → COK,1,12374,2019,5,18,10,0,2022,5,19,12,35,26,35
1876,1,1,0,CCU → BOM → GOI → BLR,2,11433,2019,5,21,9,25,2022,5,22,5,35,20,10
1877,0,4,4,BOM → HYD,0,3176,2019,6,15,16,55,2022,2,15,18,25,1,30
1878,0,1,0,CCU → BLR,0,4805,2019,12,5,9,35,2022,2,15,12,20,2,45
1879,2,2,5,DEL → JAI → BOM → COK,2,13015,2019,6,27,9,40,2022,6,28,12,35,26,55
1880,4,2,5,DEL → HYD → COK,1,7564,2019,6,3,7,10,2022,2,15,22,20,15,10
1881,3,1,0,CCU → BLR,0,3874,2019,6,27,9,0,2022,2,15,11,25,2,25
1882,0,2,5,DEL → HYD → COK,1,6283,2019,5,21,11,55,2022,5,22,0,55,13,0
1883,4,2,5,DEL → BOM → COK,1,11201,2019,1,6,8,30,2022,2,15,19,0,10,30
1884,6,0,2,BLR → DEL,0,5614,2019,4,24,19,30,2022,2,15,22,15,2,45
1885,0,2,5,DEL → COK,0,5602,2019,9,6,14,20,2022,2,15,17,35,3,15
1886,2,2,5,DEL → BOM → COK,1,10263,2019,6,15,14,0,2022,6,16,12,35,22,35
1887,0,0,3,BLR → DEL,0,14307,2019,1,3,20,0,2022,2,15,22,55,2,55
1888,2,1,0,CCU → BOM → BLR,1,7065,2019,1,4,20,0,2022,4,2,20,45,24,45
1889,2,2,5,DEL → BOM → COK,1,18372,2019,6,27,7,5,2022,2,15,19,0,11,55
1890,1,2,5,DEL → CCU → BOM → COK,2,13592,2019,5,18,20,15,2022,5,19,19,15,23,0
1892,4,2,5,DEL → IXU → BOM → COK,2,18276,2019,12,6,17,50,2022,6,13,1,30,7,40
1893,0,0,2,BLR → DEL,0,3750,2019,5,27,22,10,2022,5,28,1,0,2,50
1894,7,1,0,CCU → IXR → DEL → BLR,2,6811,2019,6,6,15,10,2022,2,15,23,30,8,20
1895,4,2,5,DEL → BOM → COK,1,7486,2019,5,21,11,40,2022,2,15,21,0,9,20
1896,1,1,0,CCU → BLR,0,5511,2019,5,27,14,15,2022,2,15,16,45,2,30
1897,2,2,5,DEL → BOM → COK,1,10263,2019,3,6,18,15,2022,6,4,4,25,10,10
1898,4,2,5,DEL → HYD → COK,1,6724,2019,6,24,7,10,2022,2,15,16,10,9,0
1899,4,2,5,DEL → BOM → COK,1,8308,2019,3,21,8,0,2022,2,15,15,30,7,30
1900,5,2,5,DEL → HYD → COK,1,6147,2019,4,21,5,55,2022,2,15,13,35,7,40
1901,2,2,5,DEL → AMD → BOM → COK,2,15130,2019,5,27,13,25,2022,5,28,12,35,23,10
1902,2,1,0,CCU → BOM → BLR,1,14389,2019,1,5,6,30,2022,2,15,12,0,5,30
1903,2,0,2,BLR → DEL,0,4545,2019,6,4,6,0,2022,2,15,8,45,2,45
1904,2,0,2,BLR → DEL,0,5199,2019,12,4,11,10,2022,2,15,14,5,2,55
1905,0,2,5,DEL → BOM → COK,1,7504,2019,5,18,9,15,2022,5,19,1,30,16,15
1906,5,0,3,BLR → GOI → DEL,1,12315,2019,1,3,15,45,2022,2,15,20,15,4,30
1907,1,2,5,DEL → BOM → COK,1,8373,2019,5,15,13,0,2022,2,15,19,15,6,15
1908,2,1,0,CCU → BOM → BLR,1,14782,2019,5,21,16,30,2022,2,15,23,35,7,5
1909,2,0,2,BLR → DEL,0,8017,2019,6,24,19,50,2022,2,15,22,50,3,0
1910,0,3,1,MAA → CCU,0,6298,2019,12,3,7,55,2022,2,15,10,15,2,20
1911,2,1,0,CCU → BOM → BLR,1,14389,2019,1,5,8,25,2022,5,2,9,20,24,55
1912,5,2,5,DEL → AMD → COK,1,6394,2019,1,6,7,25,2022,2,15,13,35,6,10
1913,2,1,0,CCU → BOM → BLR,1,14940,2019,9,6,21,10,2022,6,10,10,5,12,55
1914,2,1,0,CCU → BOM → BLR,1,14782,2019,5,21,8,25,2022,2,15,19,50,11,25
1915,0,2,5,DEL → BOM → COK,1,14872,2019,6,3,7,30,2022,2,15,21,0,13,30
1916,3,0,2,BLR → DEL,0,4320,2019,6,4,9,30,2022,2,15,12,20,2,50
1917,2,1,0,CCU → DEL → BLR,1,13068,2019,5,15,17,0,2022,5,16,9,45,16,45
1918,2,0,3,BLR → BOM → DEL,1,26891,2019,1,3,16,55,2022,3,2,8,15,15,20
1919,2,0,3,BLR → BOM → DEL,1,9135,2019,3,15,7,0,2022,2,15,13,15,6,15
1920,0,0,2,BLR → DEL,0,3944,2019,3,4,21,15,2022,4,4,0,15,3,0
1921,1,2,5,DEL → BOM → COK,1,8880,2019,6,24,7,0,2022,2,15,19,15,12,15
1922,2,1,0,CCU → BOM → BLR,1,14572,2019,5,24,18,55,2022,5,25,12,0,17,5
1923,0,1,0,CCU → BLR,0,5645,2019,6,15,9,35,2022,2,15,12,10,2,35
1924,2,1,0,CCU → BOM → BLR,1,9664,2019,9,6,6,30,2022,6,10,4,40,22,10
1925,2,1,0,CCU → BOM → BLR,1,14572,2019,9,6,14,5,2022,2,15,23,35,9,30
1926,3,0,2,BLR → DEL,0,3972,2019,9,6,21,10,2022,6,10,0,5,2,55
1927,2,2,5,DEL → BOM → COK,1,17025,2019,6,3,9,0,2022,2,15,18,50,9,50
1928,3,1,0,CCU → BLR,0,3842,2019,5,15,17,10,2022,2,15,19,40,2,30
1929,2,2,5,DEL → BOM → COK,1,12899,2019,5,27,19,45,2022,5,28,19,0,23,15
1930,2,2,5,DEL → NAG → BOM → COK,2,13377,2019,6,6,14,35,2022,6,7,4,25,13,50
1931,2,2,5,DEL → IDR → BOM → COK,2,9906,2019,6,15,21,25,2022,6,16,12,35,15,10
1932,4,2,5,DEL → BOM → COK,1,13588,2019,6,15,8,0,2022,2,15,21,0,13,0
1933,4,2,5,DEL → BOM → COK,1,7741,2019,6,24,6,0,2022,2,15,21,0,15,0
1934,4,2,5,DEL → BOM → COK,1,9795,2019,5,21,6,0,2022,2,15,12,35,6,35
1935,2,0,3,BLR → BOM → DEL,1,17472,2019,6,3,22,50,2022,3,7,21,20,22,30
1936,2,2,5,DEL → IXC → BOM → COK,2,15130,2019,9,3,13,45,2022,3,10,4,25,14,40
1937,2,1,0,CCU → DEL → BLR,1,11468,2019,1,5,9,35,2022,5,2,14,25,28,50
1938,1,1,0,CCU → MAA → BLR,1,6529,2019,12,6,14,35,2022,6,13,14,35,24,0
1939,4,2,5,DEL → BOM → COK,1,8267,2019,6,27,7,30,2022,2,15,19,15,11,45
1940,0,2,5,DEL → HYD → COK,1,6443,2019,6,3,6,40,2022,2,15,22,20,15,40
1941,2,2,5,DEL → BOM → COK,1,10263,2019,12,6,22,50,2022,6,13,12,35,13,45
1942,2,4,4,BOM → HYD,0,17502,2019,1,3,7,10,2022,2,15,8,35,1,25
1943,1,0,2,BLR → DEL,0,8274,2019,5,24,6,10,2022,2,15,8,55,2,45
1944,1,2,5,DEL → LKO → BOM → COK,2,10704,2019,3,21,18,30,2022,3,22,19,15,24,45
1945,4,2,5,DEL → BOM → COK,1,8511,2019,6,15,10,0,2022,6,16,1,30,15,30
1946,0,4,4,BOM → HYD,0,2755,2019,3,15,20,5,2022,2,15,21,35,1,30
1947,0,4,4,BOM → HYD,0,2228,2019,5,18,21,20,2022,2,15,22,50,1,30
1948,4,2,5,DEL → IXU → BOM → COK,2,18276,2019,6,27,17,50,2022,6,28,1,30,7,40
1949,3,2,5,DEL → PNQ → COK,1,6357,2019,4,21,8,45,2022,2,15,13,15,4,30
1950,2,1,0,CCU → BOM → BLR,1,14782,2019,5,15,14,5,2022,2,15,20,45,6,40
1951,2,2,5,DEL → JAI → BOM → COK,2,13030,2019,5,27,9,40,2022,5,28,12,35,26,55
1952,5,0,2,BLR → DEL,0,4341,2019,1,5,11,40,2022,2,15,14,30,2,50
1953,1,1,0,CCU → DEL → COK → BLR,2,12225,2019,12,6,17,30,2022,6,13,13,45,20,15
1954,2,1,0,CCU → BOM → BLR,1,10845,2019,5,24,16,30,2022,5,25,18,15,25,45
1955,0,1,0,CCU → BLR,0,4175,2019,4,15,9,35,2022,2,15,12,20,2,45
1956,1,0,3,BLR → HYD → VGA → DEL,2,14888,2019,1,3,17,0,2022,3,2,22,55,29,55
1957,4,2,5,DEL → BOM → COK,1,12854,2019,9,4,9,0,2022,2,15,19,15,10,15
1958,7,0,2,BLR → DEL,0,3384,2019,5,15,11,10,2022,2,15,13,55,2,45
1959,5,0,3,BLR → DEL,0,11112,2019,1,3,11,40,2022,2,15,14,35,2,55
1960,2,0,2,BLR → DEL,0,7230,2019,1,4,17,45,2022,2,15,20,45,3,0
1961,2,0,2,BLR → DEL,0,4031,2019,6,5,17,45,2022,2,15,20,45,3,0
1962,0,2,5,DEL → BOM → COK,1,14872,2019,3,3,15,0,2022,3,4,1,35,10,35
1963,2,2,5,DEL → BOM → COK,1,12899,2019,5,27,19,45,2022,5,28,4,25,8,40
1964,4,2,5,DEL → BOM → COK,1,14534,2019,5,18,11,30,2022,2,15,19,15,7,45
1965,1,2,5,DEL → BLR → COK,1,7259,2019,6,6,17,40,2022,6,7,8,15,14,35
1966,3,2,5,DEL → PNQ → COK,1,4813,2019,1,4,8,45,2022,2,15,13,15,4,30
1967,2,1,0,CCU → DEL → BLR,1,12385,2019,9,5,9,35,2022,2,15,21,5,11,30
1968,1,2,5,DEL → JAI → BOM → COK,2,8604,2019,6,6,12,0,2022,6,7,7,40,19,40
1969,1,2,5,DEL → JAI → BOM → COK,2,8604,2019,6,6,12,0,2022,2,15,19,15,7,15
1970,2,1,0,CCU → BOM → BLR,1,14232,2019,3,24,13,55,2022,2,15,23,25,9,30
1972,7,2,5,DEL → BLR → COK,1,11411,2019,1,6,20,45,2022,6,2,7,10,10,25
1973,1,0,3,BLR → BOM → BHO → DEL,2,12726,2019,12,3,8,50,2022,3,13,9,25,24,35
1974,2,2,5,DEL → IDR → BOM → COK,2,13293,2019,9,6,9,35,2022,6,10,12,35,27,0
1975,3,1,0,CCU → BLR,0,3874,2019,4,24,6,55,2022,2,15,9,30,2,35
1976,0,3,1,MAA → CCU,0,3851,2019,6,15,7,55,2022,2,15,10,15,2,20
1977,3,1,0,CCU → KNU → BLR,1,8480,2019,9,6,11,35,2022,2,15,18,50,7,15
1978,2,1,0,CCU → DEL → BLR,1,14152,2019,5,24,9,35,2022,2,15,23,35,14,0
1979,1,0,2,BLR → DEL,0,5229,2019,4,24,6,10,2022,2,15,8,55,2,45
1980,6,1,0,CCU → DEL → BLR,1,9398,2019,9,6,7,10,2022,6,10,9,5,25,55
1981,2,4,4,BOM → HYD,0,4996,2019,6,18,7,5,2022,2,15,8,30,1,25
1983,7,0,2,BLR → DEL,0,4283,2019,3,4,4,55,2022,2,15,7,45,2,50
1984,1,1,0,CCU → JAI → BOM → BLR,2,10698,2019,5,21,8,20,2022,2,15,21,50,13,30
1985,2,1,0,CCU → DEL → BLR,1,9315,2019,5,21,9,35,2022,5,22,14,25,28,50
1986,0,3,1,MAA → CCU,0,3541,2019,6,27,5,15,2022,2,15,7,40,2,25
1987,1,2,5,DEL → AMD → BOM → COK,2,9444,2019,12,6,16,40,2022,6,13,19,15,26,35
1988,4,2,5,DEL → BOM → COK,1,15148,2019,6,3,7,30,2022,2,15,15,30,8,0
1989,2,0,2,BLR → DEL,0,8017,2019,6,27,8,20,2022,2,15,11,20,3,0
1990,0,4,4,BOM → HYD,0,2438,2019,5,24,21,20,2022,2,15,22,50,1,30
1991,0,2,5,DEL → BOM → COK,1,6105,2019,5,27,10,35,2022,5,28,1,30,14,55
1992,3,4,4,BOM → HYD,0,1966,2019,6,6,22,45,2022,6,7,0,15,1,30
1993,4,2,5,DEL → BOM → COK,1,7409,2019,12,6,13,0,2022,2,15,21,0,8,0
1994,0,4,4,BOM → HYD,0,4050,2019,6,18,6,25,2022,2,15,7,55,1,30
1995,2,0,2,BLR → DEL,0,8017,2019,1,6,19,50,2022,2,15,22,50,3,0
1996,4,2,5,DEL → BOM → COK,1,10198,2019,9,5,7,0,2022,2,15,19,0,12,0
1997,2,1,0,CCU → BOM → BLR,1,10845,2019,1,5,21,10,2022,5,2,8,15,11,5
1998,2,1,0,CCU → DEL → BLR,1,12693,2019,9,6,17,0,2022,6,10,19,10,26,10
1999,2,1,0,CCU → BOM → BLR,1,14782,2019,6,5,8,25,2022,2,15,16,20,7,55
2000,5,1,0,CCU → BOM → BLR,1,7336,2019,5,24,23,30,2022,5,25,7,45,8,15
2001,2,0,2,BLR → DEL,0,7230,2019,5,27,8,20,2022,2,15,11,20,3,0
2002,6,0,3,BLR → DEL,0,4354,2019,3,24,21,10,2022,3,28,0,5,2,55
2003,2,1,0,CCU → BOM → BLR,1,13942,2019,5,18,20,0,2022,5,19,8,15,12,15
2004,2,0,3,BLR → MAA → DEL,1,12296,2019,12,3,9,45,2022,2,15,14,25,4,40
2005,2,2,5,DEL → BOM → COK,1,12899,2019,5,27,22,50,2022,5,28,12,35,13,45
2006,6,1,0,CCU → DEL → BLR,1,7928,2019,9,5,7,10,2022,2,15,22,40,15,30
2007,7,0,2,BLR → DEL,0,4484,2019,4,15,23,55,2022,4,16,2,45,2,50
2008,2,0,3,BLR → BOM → DEL,1,19226,2019,6,3,11,40,2022,2,15,18,25,6,45
2009,5,2,5,DEL → AMD → COK,1,4693,2019,4,24,7,25,2022,2,15,13,35,6,10
2010,2,0,3,BLR → BOM → DEL,1,13556,2019,3,18,21,25,2022,3,16,9,30,12,5
2011,0,2,5,DEL → BOM → COK,1,6271,2019,9,4,15,0,2022,4,10,1,30,10,30
2012,2,1,0,CCU → BOM → BLR,1,13585,2019,6,5,18,55,2022,5,7,16,20,21,25
2013,2,2,5,DEL → MAA → BOM → COK,2,13181,2019,3,21,16,10,2022,3,22,18,50,26,40
2014,2,1,0,CCU → DEL → BLR,1,14152,2019,12,5,20,25,2022,5,13,18,0,21,35
2015,6,2,5,DEL → COK,0,6217,2019,12,5,6,0,2022,2,15,9,10,3,10
2016,4,2,5,DEL → BOM → COK,1,15136,2019,3,3,7,30,2022,2,15,18,50,11,20
2017,4,2,5,DEL → BOM → COK,1,15137,2019,6,3,11,30,2022,2,15,21,0,9,30
2018,2,2,5,DEL → BOM → COK,1,10263,2019,6,27,2,15,2022,2,15,19,0,16,45
2019,2,1,0,CCU → DEL → BLR,1,12385,2019,5,18,9,35,2022,2,15,22,5,12,30
2020,2,1,0,CCU → DEL → BLR,1,9315,2019,1,4,9,35,2022,2,15,19,10,9,35
2021,2,1,0,CCU → DEL → BLR,1,9315,2019,6,5,17,0,2022,5,7,18,0,25,0
2022,1,2,5,DEL → BOM → COK,1,10455,2019,1,6,9,0,2022,2,15,19,15,10,15
2023,1,2,5,DEL → BOM → COK,1,8373,2019,5,18,23,0,2022,5,19,7,40,8,40
2024,2,2,5,DEL → BOM → COK,1,11849,2019,9,3,19,45,2022,3,10,4,25,8,40
2025,0,2,5,DEL → BOM → COK,1,6417,2019,1,6,8,30,2022,2,15,21,0,12,30
2026,0,4,4,BOM → HYD,0,3343,2019,1,4,9,10,2022,2,15,10,40,1,30
2027,2,1,0,CCU → BOM → PNQ → BLR,2,10119,2019,6,6,6,30,2022,6,7,7,25,24,55
2028,1,1,0,CCU → GAU → DEL → BLR,2,14961,2019,12,6,16,45,2022,6,13,12,30,19,45
2029,0,2,5,DEL → HYD → COK,1,6819,2019,6,15,5,5,2022,2,15,16,10,11,5
2030,1,1,0,CCU → BLR,0,5511,2019,12,6,14,15,2022,2,15,16,45,2,30
2031,2,1,0,CCU → BOM → BLR,1,14389,2019,5,21,6,30,2022,5,22,9,20,26,50
2032,4,2,5,DEL → HYD → COK,1,7039,2019,3,6,14,55,2022,2,15,22,30,7,35
2033,4,2,5,DEL → BOM → COK,1,8267,2019,9,5,8,45,2022,2,15,19,15,10,30
2034,2,2,5,DEL → ATQ → BOM → COK,2,14301,2019,6,27,18,20,2022,6,28,19,0,24,40
2035,1,1,0,CCU → BOM → BLR,1,8367,2019,9,5,9,25,2022,5,10,7,55,22,30
2036,2,0,3,BLR → BOM → DEL,1,17262,2019,6,3,22,50,2022,3,7,10,25,11,35
2037,6,1,0,CCU → DEL → BLR,1,8453,2019,6,6,7,10,2022,6,7,9,5,25,55
2038,0,1,0,CCU → GAU → BLR,1,8568,2019,1,4,15,10,2022,2,15,20,30,5,20
2039,4,2,5,DEL → HYD → COK,1,9647,2019,6,15,7,5,2022,2,15,22,30,15,25
2040,1,2,5,DEL → GOI → BOM → COK,2,8342,2019,9,4,22,0,2022,4,10,19,15,21,15
2041,2,2,5,DEL → BOM → COK,1,12374,2019,9,5,17,30,2022,5,10,19,0,25,30
2042,3,3,1,MAA → CCU,0,3544,2019,6,21,17,45,2022,2,15,20,5,2,20
2043,2,1,0,CCU → DEL → BLR,1,13995,2019,9,6,17,0,2022,2,15,23,35,6,35
2044,0,0,3,BLR → DEL,0,4778,2019,3,24,4,0,2022,2,15,6,50,2,50
2045,4,2,5,DEL → HYD → COK,1,7039,2019,1,6,14,55,2022,2,15,22,30,7,35
2046,0,4,4,BOM → HYD,0,3176,2019,3,4,16,55,2022,2,15,18,25,1,30
2047,4,2,5,DEL → BOM → COK,1,7409,2019,9,6,10,0,2022,2,15,21,0,11,0
2048,0,0,2,BLR → DEL,0,3944,2019,6,15,21,15,2022,6,16,0,15,3,0
2049,2,2,5,DEL → BOM → COK,1,15975,2019,6,3,8,0,2022,3,7,4,25,20,25
2050,3,1,0,CCU → BLR,0,3874,2019,5,27,6,55,2022,2,15,9,30,2,35
2051,0,0,2,BLR → DEL,0,4424,2019,4,15,10,10,2022,2,15,13,0,2,50
2052,2,2,5,DEL → JAI → BOM → COK,2,15130,2019,5,27,9,40,2022,5,28,4,25,18,45
2053,0,2,5,DEL → BOM → COK,1,8286,2019,3,21,8,25,2022,2,15,21,0,12,35
2054,1,4,4,BOM → HYD,0,3101,2019,6,6,6,20,2022,2,15,7,40,1,20
2055,1,0,3,BLR → BOM → BHO → DEL,2,25431,2019,1,3,8,50,2022,3,2,9,25,24,35
2056,3,4,4,BOM → HYD,0,2386,2019,3,18,13,10,2022,2,15,14,30,1,20
2057,2,1,0,CCU → GAU → BLR,1,11317,2019,6,6,10,20,2022,2,15,17,35,7,15
2058,2,2,5,DEL → BOM → COK,1,10263,2019,6,15,2,15,2022,2,15,19,0,16,45
2059,1,1,0,CCU → IXR → BBI → BLR,2,7663,2019,5,24,5,50,2022,2,15,13,15,7,25
2060,2,1,0,CCU → BOM → BLR,1,14232,2019,3,24,16,55,2022,3,25,19,40,26,45
2061,0,2,5,DEL → BOM → COK,1,6839,2019,9,6,9,15,2022,2,15,21,0,11,45
2062,2,2,5,DEL → NAG → BOM → COK,2,13377,2019,6,15,6,45,2022,6,16,4,25,21,40
2063,2,2,5,DEL → BOM → COK,1,10263,2019,6,24,15,0,2022,6,25,19,0,28,0
