airline,embarked,destination,Route,stops,journey_year,journey_month,journey_day,weekday,dep_hour,dep_min,departure_period,Arrival_hour,Arrival_min,arrival_period,Arrived_next_day,duration_hours,duration_mins,Duration_in_mins,price,additional_info,Air Asia,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,destination_Banglore,destination_Cochin,destination_Delhi,destination_Hyderabad,destination_Kolkata,source_Banglore,source_Chennai,source_Delhi,source_Kolkata,source_Mumbai,1 stop,2 stops,3 stops,4 stops,non-stop,departure_After noon,departure_early morning,departure_evening,departure_late night,departure_morning,departure_night,arrival_After noon,arrival_early morning,arrival_evening,arrival_late night,arrival_morning,arrival_night
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,6,4,13,0,departure_After noon,1,30,arrival_late night,True,12,30,750,7199,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,4,1,6,0,departure_early morning,8,45,arrival_early morning,False,2,45,165,7230,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → JAI → BOM → COK,2 stops,2019,12,6,4,5,30,departure_early morning,4,25,arrival_late night,True,22,55,1375,13015,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Air India,source_Kolkata,destination_Banglore,CCU → MAA → BLR,1 stop,2019,9,5,3,14,35,departure_After noon,14,35,arrival_After noon,True,24,0,1440,6529,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → IDR → BOM → COK,2 stops,2019,12,6,4,9,35,departure_morning,12,35,arrival_morning,True,27,0,1620,13293,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Air India,source_Delhi,destination_Cochin,DEL → BHO → BOM → COK,2 stops,2019,6,15,5,20,0,departure_evening,19,15,arrival_evening,True,23,15,1395,11072,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
SpiceJet,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,4,21,6,6,55,departure_early morning,9,30,arrival_morning,False,2,35,155,4175,No info,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,4,0,departure_late night,18,50,arrival_evening,False,14,50,890,11300,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,18,5,19,45,departure_evening,12,35,arrival_morning,True,16,50,1010,12374,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Air India,source_Banglore,destination_Delhi,BLR → CCU → DEL,1 stop,2019,1,3,3,5,50,departure_early morning,9,15,arrival_morning,True,27,25,1645,13440,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,1,5,5,20,20,departure_evening,22,55,arrival_night,False,2,35,155,4805,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Air India,source_Kolkata,destination_Banglore,CCU → BOM → GOI → BLR,2 stops,2019,12,5,3,9,25,departure_morning,5,35,arrival_early morning,True,20,10,1210,11643,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,6,18,1,0,25,departure_late night,3,15,arrival_late night,False,2,50,170,3420,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
IndiGo,source_Kolkata,destination_Banglore,CCU → RPR → HYD → BLR,2 stops,2019,5,21,1,6,35,departure_early morning,12,10,arrival_morning,False,5,35,335,6104,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Air India,source_Kolkata,destination_Banglore,CCU → DEL → COK → BLR,2 stops,2019,9,5,3,7,0,departure_early morning,1,20,arrival_late night,True,18,20,1100,13034,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → JDH → DEL,2 stops,2019,3,18,0,8,55,departure_early morning,15,55,arrival_After noon,False,7,0,420,11246,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,1,4,4,6,30,departure_early morning,12,0,arrival_morning,False,5,30,330,10057,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,6,6,3,20,25,departure_evening,14,25,arrival_After noon,True,18,0,1080,10540,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
IndiGo,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,3,18,0,22,5,departure_night,0,25,arrival_late night,True,2,20,140,5278,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Air India,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,5,21,1,10,0,departure_morning,23,15,arrival_night,False,13,15,795,11937,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Vistara,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,6,6,3,17,0,departure_evening,20,20,arrival_evening,True,27,20,1640,8821,No info,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,5,3,15,0,departure_After noon,12,35,arrival_morning,True,21,35,1295,12374,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,1,6,6,9,0,departure_morning,12,35,arrival_morning,True,27,35,1655,10263,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Jet Airways,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,3,6,2,7,5,departure_early morning,8,30,arrival_early morning,False,1,25,85,4996,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,21,50,departure_night,19,45,arrival_evening,True,21,55,1315,7439,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,3,21,3,5,30,departure_early morning,8,20,arrival_early morning,False,2,50,170,4149,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
IndiGo,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,5,27,0,14,45,departure_After noon,17,5,arrival_evening,False,2,20,140,3598,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Air Asia,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,1,5,5,7,35,departure_early morning,23,30,arrival_night,False,15,55,955,5193,No info,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,6,3,0,8,0,departure_early morning,20,20,arrival_evening,False,12,20,740,16737,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,1,6,6,13,0,departure_After noon,21,0,arrival_night,False,8,0,480,7934,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Air India,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,18,5,8,0,departure_early morning,19,15,arrival_evening,False,11,15,675,8880,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → COK,non-stop,2019,12,5,3,14,25,departure_After noon,17,40,arrival_evening,False,3,15,195,5001,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
Vistara,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,6,5,2,17,0,departure_evening,9,5,arrival_morning,True,16,5,965,8138,No info,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Air India,source_Delhi,destination_Cochin,DEL → CCU → BOM → COK,2 stops,2019,9,3,1,16,55,departure_After noon,19,15,arrival_evening,True,26,20,1580,22097,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
SpiceJet,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,3,24,6,5,45,departure_early morning,8,35,arrival_early morning,False,2,50,170,4274,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Jet Airways,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,1,3,3,18,40,departure_evening,0,45,arrival_late night,True,6,5,365,35186,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IndiGo,source_Kolkata,destination_Banglore,CCU → BBI → BLR,1 stop,2019,4,15,0,19,35,departure_evening,23,15,arrival_night,False,3,40,220,4227,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,1,5,5,8,25,departure_early morning,16,20,arrival_After noon,False,7,55,475,10845,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
IndiGo,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,12,6,4,12,0,departure_morning,13,30,arrival_After noon,False,1,30,90,2755,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
IndiGo,source_Kolkata,destination_Banglore,CCU → VTZ → BLR,1 stop,2019,6,6,3,10,30,departure_morning,16,5,arrival_After noon,False,5,35,335,6302,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Air India,source_Kolkata,destination_Banglore,CCU → BOM → COK → BLR,2 stops,2019,5,18,5,9,25,departure_morning,13,45,arrival_After noon,True,28,20,1700,13223,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,21,1,17,30,departure_evening,12,35,arrival_morning,True,19,5,1145,12899,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
Air India,source_Banglore,destination_Delhi,BLR → BOM → DEL,1 stop,2019,12,3,1,6,45,departure_early morning,20,35,arrival_evening,False,13,50,830,12128,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,5,21,1,20,25,departure_evening,22,5,arrival_night,True,25,40,1540,13068,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Air India,source_Kolkata,destination_Banglore,CCU → GAU → DEL → BLR,2 stops,2019,1,4,4,16,45,departure_After noon,20,25,arrival_evening,True,27,40,1660,9921,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
GoAir,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,1,4,4,7,45,departure_early morning,10,40,arrival_morning,False,2,55,175,4240,No info,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,6,3,21,50,departure_night,19,0,arrival_evening,True,21,10,1270,14715,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
IndiGo,source_Kolkata,destination_Banglore,CCU → NAG → BLR,1 stop,2019,6,5,2,18,5,departure_evening,23,30,arrival_night,False,5,25,325,6219,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
IndiGo,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,1,3,3,5,15,departure_early morning,7,35,arrival_early morning,False,2,20,140,7296,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,6,4,3,50,departure_late night,11,30,arrival_morning,False,7,40,460,7409,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,9,6,4,9,35,departure_morning,18,0,arrival_evening,False,8,25,505,13995,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
IndiGo,source_Kolkata,destination_Banglore,CCU → BLR,non-stop,2019,5,15,2,14,25,departure_After noon,16,55,arrival_After noon,False,2,30,150,5225,No info,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
SpiceJet,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,9,3,1,5,45,departure_early morning,7,5,arrival_early morning,False,1,20,80,4392,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
Air India,source_Kolkata,destination_Banglore,CCU → DEL → AMD → BLR,2 stops,2019,5,18,5,10,0,departure_morning,5,25,arrival_early morning,True,19,25,1165,14110,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
SpiceJet,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,4,27,5,9,30,departure_morning,12,20,arrival_morning,False,2,50,170,4886,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
Jet Airways,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,1,6,6,8,20,departure_early morning,11,20,arrival_morning,False,3,0,180,8017,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,24,0,6,0,departure_early morning,12,35,arrival_morning,False,6,35,395,12525,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,2,15,departure_late night,18,50,arrival_evening,False,16,35,995,6018,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
SpiceJet,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,1,4,4,21,10,departure_night,0,5,arrival_late night,True,2,55,175,3626,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Air India,source_Delhi,destination_Cochin,DEL → RPR → NAG → BOM → COK,3 stops,2019,9,3,1,5,15,departure_early morning,19,15,arrival_evening,True,38,0,2280,15587,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Air India,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,27,2,8,0,departure_early morning,19,15,arrival_evening,False,11,15,675,7200,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → IXC → BOM → COK,2 stops,2019,3,21,3,6,20,departure_early morning,4,25,arrival_late night,True,22,5,1325,12274,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,6,6,3,19,0,departure_evening,1,30,arrival_late night,True,6,30,390,7531,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Jet Airways,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,5,21,1,19,35,departure_evening,21,5,arrival_night,False,1,30,90,5679,No info,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
Air India,source_Delhi,destination_Cochin,DEL → GOI → BOM → COK,2 stops,2019,6,24,0,10,55,departure_morning,7,40,arrival_early morning,True,20,45,1245,11754,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
SpiceJet,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,5,21,1,22,45,departure_night,0,15,arrival_late night,True,1,30,90,1966,No check-in baggage included,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,21,3,6,40,departure_early morning,13,20,arrival_After noon,False,6,40,400,10209,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,21,1,20,25,departure_evening,1,30,arrival_late night,True,5,5,305,5055,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,3,3,6,8,25,departure_early morning,15,30,arrival_After noon,False,7,5,425,14872,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,18,5,7,5,departure_early morning,19,0,arrival_evening,False,11,55,715,12374,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SpiceJet,source_Mumbai,destination_Hyderabad,BOM → HYD,non-stop,2019,6,15,5,22,45,departure_night,0,15,arrival_late night,True,1,30,90,2018,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,3,24,6,13,55,departure_After noon,4,45,arrival_late night,True,14,50,890,10662,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,9,5,3,10,20,departure_morning,19,0,arrival_evening,False,8,40,520,9795,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
Jet Airways,source_Kolkata,destination_Banglore,CCU → DEL → BLR,1 stop,2019,9,5,3,20,25,departure_evening,23,35,arrival_night,True,27,10,1630,13068,No info,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
SpiceJet,source_Chennai,destination_Kolkata,MAA → CCU,non-stop,2019,3,3,6,17,45,departure_evening,20,5,arrival_evening,False,2,20,140,7299,No info,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,3,3,6,10,5,departure_morning,13,0,arrival_After noon,False,2,55,175,7649,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Air India,source_Kolkata,destination_Banglore,CCU → BBI → BOM → BLR,2 stops,2019,12,5,3,12,0,departure_morning,21,50,arrival_night,False,9,50,590,10677,No info,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Air India,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,3,6,2,10,0,departure_morning,12,45,arrival_morning,False,2,45,165,6962,No info,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,15,2,11,25,departure_morning,1,30,arrival_late night,True,14,5,845,6980,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Multiple carriers,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,5,27,0,9,0,departure_morning,21,0,arrival_night,False,12,0,720,13588,No info,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jet Airways,source_Kolkata,destination_Banglore,CCU → BOM → BLR,1 stop,2019,5,24,4,14,5,departure_After noon,23,35,arrival_night,False,9,30,570,10845,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
IndiGo,source_Banglore,destination_Delhi,BLR → DEL,non-stop,2019,12,5,3,10,10,departure_morning,13,0,arrival_After noon,False,2,50,170,3944,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
IndiGo,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,12,6,4,9,15,departure_morning,21,0,arrival_night,False,11,45,705,6839,No info,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Jet Airways,source_Delhi,destination_Cochin,DEL → BOM → COK,1 stop,2019,4,15,0,13,0,departure_After noon,19,0,arrival_evening,False,6,0,360,6543,In-flight meal not included,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
